banco,comercio,direccion,comuna,lat,lon,logo,dias,monto,tope,vigencia,sitio_web,categoria,url
Bci,Bar sociedad 0306,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Bar-sociedad-0306_093fb826_16-57_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/providenci-unq93xm
Bci,Wayna,,La Florida,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Wayna_268fb6cf_13-40_4.png,viernes,20% descuento,,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/viernes-en-la-florida-wfsjouaq
Bci,El Club del Ramen,,Huechuraba,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/El-Club-del-Ramen_66f816a9_18-28_4.png,sabado,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/huechuraba-6r9l487
Bci,The Loft,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/The-Loft_34a9a53c_18-54_4.png,martes,40% descuento,100000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/martes-en-el-mut-u40t0t
Bci,Burgerholic,,Lo Barnechea,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Burgerholic_35314437_21-33_4.png,sabado,20% descuento,20000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/sabado-lo-barnechea-k6qa9h
Bci,Loca Pasta,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Loca-Pasta_e5747bad_18-51_4.png,lunes,30% descuento,10000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/para-disfrutar-todos-los-lunes-en-providencia-y-vitacura-oxuv3p
Bci,Loca Pasta,,Las Condes,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Loca-Pasta_e5747bad_18-51_4.png,lunes,30% descuento,10000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/para-disfrutar-todos-los-lunes-en-providencia-y-vitacura-oxuv3p
Bci,Loca Pasta,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Loca-Pasta_e5747bad_18-51_4.png,lunes,30% descuento,10000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/para-disfrutar-todos-los-lunes-en-providencia-y-vitacura-oxuv3p
Bci,Casa Vitalis,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Casa-Vitalis_30fb09d7_18-48_4.png,miercoles,20% descuento,20000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/miercoles-para-disfrutar-con-amigos-um3jwdg
Bci,Chicken International,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Chicken-Internationa_94fb0dd4_22-19_4.png,lunes;martes;miercoles;jueves;domingo,20% descuento,,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/lunes-martes-miercoles-jueves-y-domingo-en-el-mut-fjmoyr9
Bci,La Vinoteca,,Santiago,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Vinoteca_b556057e_19-20_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-providencia-lo-barnechea-vina-del-mar-ketyfc
Bci,La Vinoteca,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Vinoteca_b556057e_19-20_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-providencia-lo-barnechea-vina-del-mar-ketyfc
Bci,La Vinoteca,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Vinoteca_b556057e_19-20_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-providencia-lo-barnechea-vina-del-mar-ketyfc
Bci,La Vinoteca,,Lo Barnechea,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Vinoteca_b556057e_19-20_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-providencia-lo-barnechea-vina-del-mar-ketyfc
Bci,My Hero´s Café,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/My-Hero%C2%B4s-Caf%C3%A9_7a552a17_22-6_4.png,lunes;martes;miercoles;jueves;viernes;sabado,20% descuento,,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-del-muro-de-escalada-perfecto-para-entrenar-en-un-lugar-ambientado-y-comodo.-0m3rt2
Bci,Entre Cavas y Ladrillos,,San Miguel,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Entre-Cavas-y-Ladril_ad9da586_14-53_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/san-miguel-9l7x3oa
Bci,Momiji Ramen,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Momiji-Ramen_eda60585_15-1_4.png,martes,40% descuento,30000,2026-09-30,,restaurantes;descuentos;antojos,https://www.bci.cl/beneficios/beneficios-bci/detalle/restaurante-japones-ht9d9l
Bci,Tera Restoran,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Tera-Restoran_ce9159c4_15-12_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/providencia-skzqpgs
Bci,The Greens,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/The-Greens_c89daea9_15-16_4.png,viernes,40% descuento,40000,2026-09-30,,descuentos;restaurantes,https://www.bci.cl/beneficios/beneficios-bci/detalle/en-todas-las-sucursales-hot5ge
